noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId
0,3,5,4,1,6,63435
2,1,4,2,0,0,80849
1,7,7,0,3,9,1377
4,1,6,6,0,3,11629
0,2,5,4,2,3,2528
11,2,7,12,0,5,12716
6,2,9,5,0,3,12717
7,3,5,8,0,6,13888
4,3,3,4,0,4,48524
1,1,14,6,0,7,10750
7,3,5,10,0,5,44247
0,2,6,3,0,8,45226
5,1,6,0,0,2,96966
14,6,27,2,1,6,25566
2,4,3,1,0,2,109962
1,1,2,4,0,0,13386
14,1,3,8,0,7,43089
4,3,7,0,0,2,47888
1,5,5,6,1,4,20472
8,1,6,7,1,10,9538
3,2,10,5,0,8,14664
6,4,7,0,0,3,27997
4,0,2,17,0,1,49934
4,4,9,7,1,7,84735
0,3,6,4,0,4,9317
0,0,12,0,1,12,12528
1,2,9,7,0,6,47890
1,2,1,1,0,3,69014
8,0,1,0,0,2,21515
4,4,13,7,1,5,42371
0,1,3,4,1,2,26325
8,4,4,2,0,0,69169
1,3,5,0,0,3,31921
13,2,11,6,0,8,11524
4,0,1,3,0,3,109264
1,5,11,7,1,9,32077
0,1,1,0,0,2,326890
3,0,1,3,0,2,277724
4,5,12,2,1,4,36669
0,3,6,1,0,2,17187
1,3,8,2,0,10,10426
0,6,8,0,3,0,32625
32,1,9,2,1,12,8198
12,0,1,7,0,0,204372
6,8,4,1,2,9,64
12,4,21,71,2,18,13376
2,2,6,6,0,11,15074
4,3,6,40,6,9,2103
7,4,17,16,2,21,9016
1,5,9,67,3,16,16028
5,4,6,2,0,0,27070
20,2,10,3,1,2,5261
2,3,1,1,0,0,15514
1,2,7,4,2,10,23303
5,2,3,3,0,2,20992
5,2,5,1,0,2,66091
5,0,2,7,0,0,6007
11,1,0,8,0,4,25239
7,0,9,1,0,3,42453
4,1,6,9,4,8,25284
0,1,2,1,0,1,125337
10,1,0,2,0,6,7011
0,3,1,0,0,1,35612
3,0,2,3,0,5,10880
19,7,26,17,3,8,13945
12,1,15,4,0,7,14433
2,3,5,1,3,11,9932
1,3,7,2,0,0,13369
0,8,17,3,2,13,2757
5,0,14,56,6,19,7299
7,0,2,3,0,0,78022
0,0,0,0,0,0,279784
21,5,3,8,1,4,32273
6,1,2,3,0,5,26356
5,3,3,4,2,3,23990
6,0,1,10,0,1,4241
28,11,14,3,0,5,37335
4,2,2,1,0,0,34113
4,1,2,2,1,2,22257
13,1,2,10,0,1,35343
2,0,1,0,0,1,30142
7,2,11,5,0,4,17360
0,1,4,1,0,2,31695
1,4,9,10,2,3,76397
13,5,9,8,1,6,40952
8,3,5,1,0,2,38849
1,1,6,1,1,5,71524
1,1,4,1,0,1,43279
12,1,5,1,0,3,29743
5,4,3,3,2,7,41760
3,2,4,0,0,2,31665
1,1,10,1,0,1,40219
1,4,4,0,1,2,45840
19,8,10,7,0,11,16363
26,4,16,11,0,6,22023
14,5,7,6,1,3,171
1,4,6,5,0,2,73116
5,7,14,1,0,1,26639
0,1,5,6,0,0,42124
2,2,7,1,0,2,25297
8,1,7,3,0,7,39274
6,2,7,10,1,6,11564
1,7,0,1,0,1,67772
4,2,7,7,2,3,4202
3,2,4,3,1,11,17590
2,0,1,4,0,1,20787
16,4,16,3,1,4,28940
4,2,9,2,2,5,13497
6,14,7,81,3,20,11852
3,10,5,59,5,18,7303
0,6,12,6,3,10,201
2,6,6,14,4,7,2755
34,0,1,16,2,2,33504
0,2,4,0,0,2,21868
3,3,5,3,5,5,65684
6,0,5,4,0,5,10856
1,2,2,1,0,2,99826
5,3,2,2,2,2,18602
7,5,22,10,6,20,121
9,1,3,3,0,1,25838
5,4,9,8,2,17,1429
1,4,5,1,2,6,13435
1,6,23,13,4,21,3131
7,11,8,0,3,4,2642
2,11,5,13,3,2,14317
1,2,9,1,2,8,11022
3,7,7,12,3,5,24249
1,4,5,5,4,7,9491
0,4,7,14,4,12,2149
4,8,1,1,1,4,20139
3,0,8,0,0,2,32074
4,5,10,5,2,5,19067
3,3,5,1,0,2,53712
1,3,3,3,0,5,25848
3,2,7,2,0,8,14931
4,6,11,4,1,4,11317
2,3,4,5,4,4,4032
9,0,1,38,0,6,8392
1,2,8,3,1,11,31804
1,1,3,2,1,3,81048
12,3,14,1,0,13,12232
5,5,10,4,0,11,11706
3,3,3,0,0,1,61265
1,3,8,5,0,7,42569
14,2,15,0,0,3,25720
2,0,9,2,0,7,26946
17,5,6,5,1,7,16938
7,4,4,7,1,8,21143
0,1,1,0,0,1,61578
8,4,16,6,0,6,20424
13,2,4,7,1,3,4561
7,3,7,4,1,7,4435
0,2,4,5,2,6,16993
2,3,7,2,0,2,18002
3,1,6,0,0,1,21332
69,20,34,67,12,24,640
2,1,3,1,1,10,10599
1,12,7,3,2,8,1574
3,9,7,5,3,10,590
0,5,6,7,1,4,13560
4,8,19,0,0,3,29339
50,3,21,30,4,11,423
0,2,4,0,0,2,28028
2,3,5,4,0,3,41084
1,3,6,4,2,5,18773
6,2,6,10,0,2,16225
10,1,4,8,0,2,28679
14,7,10,2,2,10,262
9,6,9,10,4,4,15395
6,8,12,1,2,13,4912
13,1,1,7,0,2,107693
0,0,4,15,0,9,23626
0,3,7,13,8,9,12090
2,2,3,0,0,2,44233
2,0,2,3,1,4,35172
20,0,2,7,0,0,36273
2,2,10,0,0,2,14390
1,3,3,0,0,2,41209
0,6,10,1,0,10,9582
0,2,5,6,1,12,10628
3,4,13,2,0,4,11078
2,1,6,9,0,1,77633
11,4,12,25,2,8,598
0,0,0,0,0,0,99885
10,1,5,0,0,2,15842
1,2,5,3,1,7,24711
0,6,6,5,1,7,43886
14,2,4,5,2,6,11222
1,1,3,9,2,12,13199
5,1,3,4,0,3,8073
2,2,2,0,0,3,26393
1,4,9,1,1,9,15278
3,0,4,5,0,7,1484
0,3,4,1,1,0,14667
7,4,4,0,0,3,47263
2,2,2,2,0,5,18692
1,3,2,0,0,3,15734
4,6,7,2,1,3,34148
1,3,4,3,0,5,20813
2,2,9,3,1,5,53027
1,5,2,1,0,0,18894
15,0,6,11,0,5,26252
10,6,13,2,1,9,24742
4,4,3,5,0,6,19415
0,4,2,0,0,1,41927
1,5,4,0,1,8,5968
3,3,4,96,4,18,10727
4,3,12,13,2,3,9045
1,0,0,9,0,1,9082
5,2,4,10,0,0,92348
1,4,3,7,0,1,80965
10,2,13,3,0,2,14469
7,1,0,1,1,1,55909
2,3,11,0,0,5,20663
1,1,8,0,0,3,31916
0,2,2,4,5,5,61807
2,2,13,0,0,1,20639
22,0,2,8,0,1,7514
1,1,5,5,0,6,42645
2,1,7,0,0,2,29463
0,5,5,8,1,6,42795
9,5,20,5,1,3,39349
1,2,1,0,1,0,44164
0,3,5,9,7,8,12253
7,11,13,63,5,20,9358
17,7,20,36,11,31,1647
1,4,6,2,4,6,9027
12,2,1,2,0,2,125945
7,4,7,1,3,6,21189
3,8,6,2,1,9,10894
3,1,10,1,0,8,28528
2,3,11,1,0,5,34783
1,1,7,1,0,4,34374
8,2,17,3,1,7,12490
4,2,5,8,0,9,26761
3,2,7,1,0,2,35185
8,0,0,5,0,1,15802
2,2,6,5,0,2,39948
7,0,5,5,0,1,8286
3,2,8,2,0,1,43028
1,1,6,1,0,2,65300
8,2,8,4,0,7,24129
7,2,17,6,0,4,4628
4,6,8,2,1,8,4193
15,1,38,18,4,19,10724
0,3,3,3,0,0,89571
2,1,5,1,0,2,32065
2,2,5,5,0,5,11915
6,1,8,1,0,2,42136
2,3,11,0,0,1,28307
2,4,10,3,2,8,37917
7,2,4,4,0,4,70011
9,7,9,0,0,3,37191
13,2,12,9,0,7,210092
3,5,9,2,0,9,3028
15,0,6,14,0,3,29224
1,4,4,2,0,11,81001
6,2,2,4,0,4,8219
5,6,5,1,0,6,27088
3,2,12,2,0,6,10150
12,2,1,7,1,0,20980
8,2,4,0,0,1,16407
0,3,6,1,0,1,41913
7,1,2,3,2,4,30875
5,1,4,1,0,2,29450
7,1,5,11,1,4,27380
3,3,5,0,2,5,8288
1,3,9,2,0,1,15600
16,8,14,0,0,2,52083
4,1,11,18,2,9,124963
2,1,5,9,1,10,11949
2,0,6,0,0,2,42134
0,1,4,1,0,1,79257
4,2,3,3,0,2,42130
5,5,6,1,0,3,42131
1,4,4,9,4,12,41291
3,5,12,1,0,2,84784
6,1,3,1,0,3,23942
1,2,6,3,0,9,72340
3,2,1,0,0,2,32692
8,1,3,6,2,2,37997
4,1,2,0,0,2,27609
2,3,3,4,0,2,25872
3,1,12,1,0,0,83562
14,0,4,14,0,3,127
1,3,6,1,2,5,14645
3,2,10,3,0,4,27726
15,2,7,6,1,5,42135
2,0,2,2,0,5,21923
3,3,1,2,0,0,1563
0,1,6,1,0,1,17132
3,1,11,1,0,1,59533
4,1,4,8,1,4,2262
2,5,2,0,0,2,52772
1,2,4,7,0,5,46925
2,1,1,0,0,1,77073
2,1,5,2,0,2,76395
0,1,3,2,0,11,37607
11,2,6,10,0,5,30874
9,2,4,13,0,7,30363
10,2,3,10,3,5,49409
1,3,5,0,0,4,32048
2,4,2,18,0,3,48139
3,2,10,1,0,2,30584
1,3,11,0,0,2,48313
2,2,2,6,1,10,48249
10,2,8,5,0,7,29702
8,1,4,1,0,0,24830
5,6,8,7,0,1,30049
0,2,10,2,0,10,9699
5,0,2,3,0,6,48561
14,4,14,1,0,2,30789
0,0,0,0,0,1,81346
2,5,11,5,0,6,11057
4,4,8,4,1,8,47955
26,1,23,18,1,9,19322
4,3,16,9,1,6,31661
3,2,1,11,0,1,52556
4,3,3,11,0,0,38219
4,8,8,0,0,3,23943
0,4,2,0,0,1,26454
3,10,9,2,3,6,9919
23,6,18,4,3,8,6038
41,5,27,145,8,43,9480
0,1,8,6,0,4,14873
1,3,4,0,0,2,13132
15,1,3,22,0,3,22707
2,1,2,4,0,0,18302
0,0,2,5,0,11,1956
0,3,2,6,0,2,12112
1,2,5,0,0,1,50380
0,1,5,2,0,0,212058
0,2,5,21,1,17,12139
5,3,11,6,1,6,118936
9,8,10,4,0,8,18587
0,2,5,0,0,1,24883
2,1,6,4,1,8,17264
2,3,6,4,0,6,3426
28,8,6,1,0,7,2984
2,1,2,0,0,2,33221
1,4,6,8,0,3,59201
1,1,6,23,0,7,26172
3,1,6,1,0,6,26173
2,4,9,5,3,4,33055
8,3,4,11,0,13,33364
0,4,13,4,0,2,33851
2,1,9,2,0,3,31598
1,0,4,1,0,3,59401
4,5,8,0,0,4,22233
1,5,8,1,0,7,4952
6,2,3,4,0,8,991
1,4,12,7,1,14,4911
4,1,16,53,2,17,16072
54,48,23,22,13,17,11615
1,7,6,2,0,10,11635
1,0,1,1,0,0,125806
3,2,2,0,0,4,77283
12,0,4,1,0,2,35824
14,1,5,11,1,3,102
2,1,4,3,0,0,14293
0,1,1,0,0,0,41820
0,0,0,1,0,0,105024
0,2,7,3,0,6,10623
6,4,9,18,9,14,9613
1,2,3,3,2,7,7015
0,6,7,0,1,1,210938
1,1,4,3,2,6,42035
0,1,4,8,4,6,21867
7,3,2,2,0,0,49680
2,1,6,1,0,5,6524
2,1,8,5,0,7,11244
0,4,3,0,0,1,77233
0,1,4,1,0,1,140071
10,3,3,4,0,7,21801
9,1,5,0,0,2,35139
1,2,6,24,1,7,54845
2,2,4,6,0,3,23834
4,0,0,2,0,0,14633
28,14,17,0,2,8,10678
14,4,13,99,11,28,9567
5,1,6,23,0,8,979
7,7,6,7,7,5,13819
15,3,7,17,4,2,1591
0,7,4,2,4,1,24186
0,8,5,7,4,11,455
0,2,3,33,4,16,10632
0,3,3,41,4,16,10929
0,5,0,0,1,0,170400
0,4,2,1,3,2,16229
2,8,11,7,0,3,12079
7,1,0,1,2,0,44081
3,4,14,2,0,6,36362
4,3,8,3,2,5,4762
0,4,6,13,1,8,18535
3,6,14,2,0,5,23159
1,2,7,0,0,7,27236
0,0,5,2,0,1,42459
3,1,11,0,0,2,43261
3,1,7,2,1,5,15347
2,1,1,2,0,2,44968
2,4,6,1,0,7,37258
1,1,6,4,3,4,8996
2,1,6,2,0,2,125413
2,5,10,3,1,8,17729
20,8,12,2,2,8,12157
1,1,7,6,0,14,11571
0,2,5,0,0,2,71142
1,2,2,1,1,3,10293
6,3,0,2,0,3,2671
11,3,2,1,0,4,9669
9,1,4,6,4,1,45129
1,4,6,2,1,7,42618
2,0,4,0,0,1,41164
6,5,7,1,0,2,66027
0,0,0,2,0,0,36211
0,5,8,15,1,14,9557
3,1,12,63,8,17,6171
1,1,6,4,0,3,13691
2,13,13,8,3,9,11523
0,0,0,0,0,0,114065
14,10,12,9,0,15,14675
11,4,10,11,0,7,2525
7,0,0,1,0,2,57447
6,1,2,9,0,0,42695
4,2,0,1,0,3,49845
2,1,3,2,1,1,18992
7,4,13,4,2,9,29912
1,2,3,2,0,3,28881
12,1,0,12,0,4,80243
2,2,13,31,4,23,10782
20,9,25,189,9,24,9341
9,5,14,0,0,9,9776
6,6,6,3,4,5,10735
0,3,3,0,0,2,16425
4,3,2,0,1,2,25461
0,0,0,0,0,1,51927
8,2,5,5,0,5,12516
10,5,7,8,3,6,1675
0,2,4,0,0,1,62184
2,5,8,4,3,11,17057
0,2,4,3,0,8,41938
0,3,3,0,0,2,79615
23,2,25,4,0,3,40718
0,8,13,0,0,4,42178
3,0,5,3,0,0,203252
3,2,10,15,4,11,6016
1,2,12,2,4,11,8409
1,3,6,1,2,9,1817
2,1,0,2,0,0,284096
7,3,5,12,1,0,11299
1,0,3,4,0,7,17995
0,2,4,1,0,4,21052
2,1,2,4,0,3,7294
5,8,13,0,0,11,9506
2,2,6,1,0,0,14290
8,0,2,38,0,12,24982
8,5,14,68,4,16,2662
3,1,1,5,0,4,12093
2,5,0,1,0,2,18941
16,8,5,18,9,1,42383
4,2,9,5,0,6,11817
1,5,3,2,0,1,24621
2,5,13,3,4,4,13370
4,5,14,1,0,9,8326
2,3,11,3,3,6,13411
1,0,1,3,0,3,11516
15,6,12,6,0,4,10180
4,2,9,6,1,6,994
14,1,15,10,0,10,66918
1,4,17,3,1,13,10514
4,1,6,7,0,7,14237
2,4,6,5,0,8,1714
6,0,3,0,0,1,14308
3,3,10,1,0,2,41461
6,8,15,0,1,16,9930
3,3,6,2,1,6,32083
2,2,8,0,0,3,107569
0,2,2,0,0,2,16651
1,4,8,11,3,9,57565
0,4,8,5,3,5,108553
0,2,5,3,1,4,12661
2,7,12,3,3,6,29355
1,5,4,3,1,6,24961
0,1,4,0,0,1,26866
0,3,3,1,0,2,31633
1,3,2,1,0,0,20978
3,1,3,7,1,7,47762
1,6,5,0,0,2,47329
4,4,13,7,4,11,10743
3,4,15,14,6,8,2832
0,6,6,3,6,4,31459
0,1,0,1,0,0,19153
2,2,5,0,0,3,31932
2,3,8,0,0,2,38868
3,1,0,1,0,3,72996
1,2,6,2,0,1,15098
4,2,10,0,1,5,11458
0,0,0,12,0,7,16636
5,7,12,1,1,6,18736
3,8,20,10,5,13,36658
7,5,3,0,2,0,46989
4,3,4,4,1,9,20689
0,0,0,0,0,1,13438
6,2,9,11,1,6,15394
15,23,14,9,11,12,10708
3,1,3,2,1,2,22016
3,2,5,3,3,4,85472
1,1,2,2,2,4,22958
1,4,3,1,0,0,15850
0,0,4,1,0,4,251053
28,8,11,5,1,3,10989
4,6,3,5,2,8,1816
9,7,20,3,0,2,42017
4,3,4,0,0,3,17667
4,4,7,15,1,6,17464
4,1,3,0,0,1,15259
16,2,1,12,0,8,10515
0,4,1,0,1,0,45069
2,1,1,1,0,3,117269
0,2,6,0,0,1,21024
4,6,9,3,0,6,42792
3,3,9,1,0,2,43232
4,4,15,3,1,10,22201
0,2,6,2,0,5,11424
1,2,8,3,0,5,34857
33,9,32,9,6,8,604
9,5,1,4,0,2,55616
12,15,15,8,0,12,10720
7,0,0,6,0,4,51230
2,2,6,7,2,2,23423
4,6,10,7,1,3,1555
6,5,1,2,0,2,33875
1,4,6,88,6,30,310
3,5,5,3,3,10,5146
2,0,0,1,0,1,30055
0,2,2,3,1,3,12544
3,5,16,74,3,27,12
8,3,11,89,7,19,9654
3,3,4,75,6,19,9902
5,0,0,22,1,5,2260
3,1,3,1,0,0,61939
6,0,1,2,0,2,18385
9,8,23,76,6,23,584
36,6,9,4,1,2,39125
7,3,2,1,3,5,1088
5,6,23,2,0,4,5921
6,1,4,1,0,3,47423
1,0,7,2,0,1,49798
0,2,6,5,0,3,43239
1,2,7,0,0,3,32140
5,2,8,15,1,8,14676
2,4,4,2,0,0,78281
3,2,19,3,2,8,21717
10,1,4,8,0,5,29425
4,2,5,0,0,3,28503
10,1,4,1,0,2,59950
4,1,5,3,0,9,5920
6,0,0,1,0,0,51391
0,3,17,6,1,4,26593
12,3,3,1,0,4,50285
1,5,3,1,0,3,33564
2,1,2,1,0,9,43361
11,0,23,3,0,5,6646
2,7,11,4,0,11,29514
2,2,6,3,0,3,38720
1,0,0,0,0,2,147729
2,3,8,4,0,6,38732
7,5,18,0,0,2,15462
1,3,5,0,0,5,22386
29,10,26,5,2,13,43828
3,4,10,0,0,6,11145
0,1,4,1,0,7,32328
2,2,2,0,0,1,47715
10,0,20,5,0,5,29586
5,8,18,5,10,8,12629
0,5,5,1,1,1,111815
8,4,18,4,0,5,25381
1,2,8,3,0,5,38800
3,1,11,2,0,6,21027
1,3,5,17,6,17,37264
1,6,27,22,5,17,11890
2,2,3,0,0,2,36807
2,5,11,3,0,8,18721
8,5,5,5,0,4,37662
9,4,7,2,0,8,11916
19,1,29,11,1,14,14551
4,0,1,0,0,1,34759
1,4,9,1,0,4,51426
1,5,5,0,0,2,42986
1,0,0,7,0,4,26317
2,0,8,1,0,3,43490
2,3,9,0,0,3,40683
1,5,7,5,0,6,8092
0,1,7,2,0,1,18200
8,2,7,3,0,7,15925
3,0,11,2,0,7,32087
1,1,12,6,1,9,290
12,1,22,16,1,9,11463
1,5,5,4,1,4,2470
6,2,6,9,0,5,42640
3,2,8,1,0,8,44043
0,2,12,3,0,7,30462
0,1,7,2,0,9,1403
0,0,13,1,0,6,10243
3,6,12,3,1,9,42541
0,1,1,2,0,10,37103
2,1,8,0,0,7,46059
1,4,7,7,1,8,40085
0,0,0,4,0,2,47684
10,3,8,7,3,4,2263
0,2,9,3,1,10,6523
9,1,6,19,1,4,2527
2,1,15,7,0,8,18780
3,2,11,12,0,8,19728
3,1,12,4,0,10,26205
3,4,5,4,0,4,3009
3,3,7,4,1,10,6643
6,2,26,1,0,8,18972
5,1,8,1,0,0,53380
0,3,7,2,2,4,14817
21,4,7,4,0,1,41426
9,2,4,3,2,3,41791
20,1,7,11,0,6,49842
0,3,6,2,2,7,41670
4,1,16,6,1,8,30708
1,2,13,0,0,9,38765
1,1,7,5,3,5,29627
2,0,2,1,0,0,98984
2,5,8,1,0,3,36372
5,0,7,1,0,3,30529
0,1,5,2,0,1,24073
0,4,5,2,0,8,2071
2,6,11,4,1,7,43516
0,3,7,0,0,3,33638
5,2,5,3,1,1,57476
3,6,9,0,0,2,32489
0,4,6,1,0,2,48864
1,5,10,1,0,10,10152
25,22,5,9,11,10,31246
4,6,25,4,1,11,11375
1,8,6,17,1,3,20694
6,3,7,6,2,5,16311
4,3,4,1,0,0,24985
8,6,4,0,2,1,18300
10,3,2,6,0,1,55735
6,0,0,0,0,2,185465
1,4,1,1,0,3,210728
3,0,4,1,0,2,39088
5,3,14,5,2,5,17813
1,2,5,1,0,0,94996
4,3,4,1,2,6,42995
2,2,5,1,0,2,115665
13,3,31,3,0,6,4708
0,1,7,0,0,3,35068
13,8,8,7,1,6,42511
7,1,8,5,0,5,35669
0,3,4,4,0,0,49584
6,4,12,23,0,13,170
1,9,14,2,3,8,9471
4,2,2,2,0,0,12800
1,1,4,0,0,1,44562
1,2,3,9,0,4,9581
1,5,6,9,3,2,117179
1,1,4,4,0,3,15486
7,6,5,1,0,7,216
0,4,2,0,0,2,47676
5,0,1,3,0,2,45139
1,3,11,3,0,5,44736
19,11,23,3,0,4,18569
5,1,0,5,0,1,113739
1,3,9,2,0,9,52758
4,3,5,6,0,6,38171
12,3,19,8,3,5,61225
0,1,4,0,0,3,18886
2,3,10,4,0,7,24109
4,4,8,4,0,11,19957
5,2,9,1,1,1,42176
1,3,6,3,0,1,39231
41,1,16,3,0,6,18722
7,1,4,4,0,0,43039
1,1,8,4,4,9,40634
20,2,4,3,0,5,20645
5,5,12,2,0,7,33454
2,3,8,10,0,5,19753
0,1,4,0,0,6,48451
7,6,9,13,1,6,11482
2,2,7,1,0,0,70912
4,9,8,1,1,10,42492
1,3,10,3,1,5,6949
2,5,10,109,6,30,1927
6,13,12,1,1,6,10327
3,2,8,16,2,12,14411
1,5,8,102,10,32,296
4,3,3,4,3,7,302
35,5,30,119,6,35,22
4,2,4,3,0,4,46993
10,2,21,120,8,22,8698
3,0,1,11,0,0,554
3,0,1,2,0,0,61545
5,4,2,1,0,2,34840
4,6,6,4,4,4,17920
1,2,3,7,0,3,40947
1,2,9,0,0,4,32235
2,2,17,121,9,33,8961
1,8,5,7,6,3,17403
5,3,9,2,0,9,9486
2,1,5,20,0,4,20439
3,2,8,15,6,11,3472
14,2,0,4,0,6,35265
0,2,6,1,0,3,25921
0,3,3,0,0,2,24259
2,1,2,3,0,1,41453
1,3,11,22,6,10,68927
17,11,10,11,3,8,11894
1,3,14,2,1,16,20726
23,3,25,94,3,22,24558
1,1,7,1,0,7,12649
9,6,11,1,1,8,44916
1,5,15,14,0,11,24356
2,1,10,2,1,9,1996
3,1,8,30,11,19,4464
6,8,19,1,1,8,12279
1,2,13,7,0,6,9104
3,3,1,2,3,5,33339
1,2,7,0,0,2,47232
1,1,1,5,0,2,71714
3,2,6,7,0,6,54580
2,5,11,2,1,7,4613
2,1,4,3,0,6,12530
1,0,10,24,4,8,45096
5,1,7,6,0,8,21882
17,7,24,3,1,8,29805
1,0,7,0,0,2,24993
2,5,11,8,1,7,53021
16,3,13,17,0,7,430
12,1,1,3,0,1,123833
4,4,12,12,1,7,5185
0,1,5,6,0,4,10553
6,2,5,8,2,7,21512
5,2,5,1,0,1,21449
5,4,8,6,0,3,4984
0,6,9,82,7,21,8273
8,2,8,8,6,13,8046
8,3,7,4,0,3,50350
0,0,0,3,0,1,287811
1,3,4,1,0,2,48967
1,6,2,3,0,3,8094
0,3,2,0,0,1,26195
11,10,13,14,7,8,10330
9,5,1,7,0,0,125952
1,2,13,73,7,20,9257
2,8,6,1,2,7,9499
7,1,3,3,0,2,17180
22,1,7,2,0,0,15292
1,4,8,1,0,8,12491
4,3,2,10,0,1,41660
25,10,18,5,4,11,78041
20,0,2,24,0,2,27814
7,4,10,1,1,6,41206
7,1,3,0,0,4,33954
0,1,2,0,0,1,48364
1,1,8,2,0,1,71010
2,2,5,1,0,1,23395
0,1,3,2,0,0,47278
6,1,2,2,0,7,24192
10,6,1,0,0,6,10237
5,1,2,15,0,6,833
4,0,1,0,0,2,26755
6,3,8,6,2,10,42470
1,7,7,9,3,9,3101
18,6,19,122,5,27,6466
5,3,17,6,1,7,20210
2,1,12,2,4,10,2055
8,1,4,6,0,2,11770
6,6,4,0,2,2,14926
7,5,7,0,3,3,2771
4,0,1,2,0,3,1778
7,4,3,3,1,3,44408
0,3,2,0,0,1,54390
1,5,15,26,4,20,10923
3,8,9,2,0,1,17745
0,5,2,0,0,2,79888
1,4,3,1,1,1,114776
1,2,3,0,0,2,21989
2,3,7,5,0,7,18573
1,5,7,2,0,1,37451
7,2,6,0,0,2,41759
1,2,5,4,0,5,37227
7,2,12,2,0,2,48791
1,1,2,0,0,1,80047
0,2,5,1,0,1,41944
4,6,7,1,5,8,8992
7,2,6,9,2,4,35371
11,9,7,6,5,7,19053
4,1,8,9,1,12,11206
7,1,5,1,0,1,49762
30,5,12,10,1,8,30970
3,3,8,46,5,14,13154
12,5,5,10,0,2,18148
5,1,0,5,1,2,54898
6,1,7,4,0,8,636
4,5,9,1,2,11,3055
8,1,3,2,0,1,40920
14,0,1,3,0,1,54986
1,2,8,4,2,5,43048
12,4,11,17,0,15,11898
1,1,6,2,0,5,26225
0,2,11,1,0,8,14881
1,1,6,8,3,12,26198
23,0,6,3,0,3,35072
32,1,8,8,0,3,43226
3,3,5,6,0,5,44585
4,2,12,5,0,13,35073
2,11,9,3,0,9,9051
1,5,9,12,4,10,9362
10,3,8,1,0,9,19542
7,0,0,0,0,1,120683
3,5,12,10,1,12,936
4,2,8,0,0,4,12268
3,4,12,24,1,20,10999
7,3,7,3,2,9,33521
17,5,11,17,0,6,4593
0,0,0,1,0,0,34044
3,1,1,13,0,1,12276
27,1,11,0,0,7,3782
0,2,5,1,0,2,36629
2,4,1,5,4,3,2891
5,1,0,6,0,3,12722
28,1,5,4,0,5,41806
1,0,0,2,0,0,143795
2,2,3,10,0,5,38304
42,0,4,9,1,2,26246
3,0,0,4,0,1,124839
0,7,4,2,0,6,20815
20,1,0,3,0,0,19433
0,0,0,2,0,0,99006
2,1,4,2,0,1,48464
5,1,4,1,4,2,7504
9,2,3,7,3,1,513
2,2,6,8,0,3,6619
0,3,2,2,0,2,32316
10,2,11,7,0,8,10610
1,3,7,0,0,8,2830
11,2,2,10,0,4,15920
0,3,5,3,0,5,21413
0,3,2,2,0,0,38874
3,4,4,17,4,7,16405
2,0,3,3,0,0,33255
0,0,0,1,0,0,178675
3,0,0,2,0,0,99648
5,2,9,78,6,22,11351
10,7,9,0,1,0,333
0,5,2,0,1,0,30246
0,1,5,7,7,4,112961
5,3,8,0,0,3,22200
14,5,6,11,0,2,2722
6,0,0,6,0,2,27090
20,19,50,15,3,16,13778
3,1,6,64,3,18,9616
0,5,6,3,2,3,55015
0,4,8,6,3,10,1415
0,1,10,1,0,1,31094
2,2,9,46,2,14,11547
1,5,9,30,6,16,7270
0,2,9,34,3,13,1428
0,5,3,0,0,7,17906
13,4,5,22,9,16,153
4,3,7,1,0,2,66111
7,2,2,13,0,0,33320
11,3,3,2,0,0,15136
5,3,3,0,0,1,61054
3,4,2,2,0,6,4703
1,2,4,0,1,0,29507
5,5,6,3,0,2,27590
3,6,7,0,0,1,52734
2,3,9,5,1,8,14603
18,1,6,10,0,5,10617
8,1,7,7,0,6,10618
9,1,1,5,0,8,10619
3,3,7,16,5,18,11293
9,1,10,12,1,7,36759
3,2,3,1,1,3,38960
3,2,7,0,1,3,19383
2,2,9,3,0,5,53650
0,5,3,0,1,2,40775
5,3,9,6,0,6,9584
30,1,8,0,1,7,8408
3,3,7,2,0,5,14030
4,3,3,1,0,0,49685
2,1,9,13,2,9,2687
1,1,10,5,1,14,16323
2,2,6,4,0,6,39859
0,0,1,0,0,0,41846
0,1,3,6,0,8,74585
12,2,7,10,0,4,23325
1,2,3,0,0,3,16790
6,3,10,4,1,5,31579
9,1,3,0,0,1,40353
2,1,3,1,0,3,23033
0,2,4,0,0,1,19064
1,3,4,3,0,2,34564
17,0,3,19,1,5,25241
3,2,10,3,0,4,43041
3,2,6,6,1,8,28942
10,4,21,1,0,7,37025
7,5,11,3,9,11,10739
0,4,4,0,2,8,12767
1,5,2,1,2,1,22309
5,7,17,0,0,2,13156
13,7,12,70,5,27,277
7,2,6,6,0,6,9707
2,7,0,0,0,2,38244
38,4,7,3,1,6,24488
0,0,0,0,0,0,278813
1,4,3,8,2,4,20321
3,0,0,0,0,2,36791
0,0,0,1,0,0,61401
4,1,1,1,0,1,17614
2,11,13,1,2,5,7288
6,1,14,19,2,13,10159
5,7,6,6,6,8,10934
0,0,0,0,0,0,287816
1,1,3,0,0,2,54243
7,2,12,4,1,4,5653
4,5,6,6,1,5,321
2,6,4,8,6,3,20
3,8,10,5,0,6,18113
14,0,0,5,0,5,5168
4,2,1,9,0,2,9662
8,6,6,7,1,10,837
0,0,0,2,0,0,20303
16,3,13,16,3,9,19666
16,7,32,12,0,13,821
